[Tue Jan  7 22:56:11 2025],[DEBUG] : StartDebugging
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 100.000000 , Elo : 1100, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -350, Adjsted : -280
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 2800, Adjsted : 3258
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 50.000000 , Elo : 1450, Adjsted : 1450
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1500, Adjsted : 1500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 2800, Adjsted : 3258
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 2800, Adjsted : 3258
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 2800, Adjsted : 3258
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 48.000000 , Elo : 1450, Adjsted : 1438
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -400, Adjsted : -320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 53.846154 , Elo : 1700, Adjsted : 1726
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.521739 , Elo : 1700, Adjsted : 1744
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.304348 , Elo : 2900, Adjsted : 3379
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 53.846154 , Elo : 1700, Adjsted : 1726
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.521739 , Elo : 1700, Adjsted : 1744
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.304348 , Elo : 2900, Adjsted : 3379
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 53.846154 , Elo : 1700, Adjsted : 1726
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.521739 , Elo : 1700, Adjsted : 1744
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.304348 , Elo : 2900, Adjsted : 3379
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.521739 , Elo : 1700, Adjsted : 1744
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.304348 , Elo : 2900, Adjsted : 3379
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1550, Adjsted : 1550
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -450, Adjsted : -360
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 50.000000 , Elo : 1500, Adjsted : 1500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 3000, Adjsted : 3500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1500, Adjsted : 1500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1500, Adjsted : 1500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1550, Adjsted : 1550
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 3000, Adjsted : 3500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 3000, Adjsted : 3500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 3000, Adjsted : 3500
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 48.148148 , Elo : 1500, Adjsted : 1488
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -500, Adjsted : -400
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 53.571429 , Elo : 1750, Adjsted : 1775
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.000000 , Elo : 1750, Adjsted : 1792
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.000000 , Elo : 3100, Adjsted : 3620
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 53.571429 , Elo : 1750, Adjsted : 1775
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.000000 , Elo : 1750, Adjsted : 1792
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.000000 , Elo : 3100, Adjsted : 3620
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.000000 , Elo : 1600, Adjsted : 1612
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 53.571429 , Elo : 1750, Adjsted : 1775
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.000000 , Elo : 1750, Adjsted : 1792
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.000000 , Elo : 3100, Adjsted : 3620
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.000000 , Elo : 1750, Adjsted : 1792
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.000000 , Elo : 3100, Adjsted : 3620
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1600, Adjsted : 1600
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -550, Adjsted : -440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.172414 , Elo : 1850, Adjsted : 1888
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.846154 , Elo : 1700, Adjsted : 1726
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.692308 , Elo : 1850, Adjsted : 1906
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.461538 , Elo : 3050, Adjsted : 3519
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 50.000000 , Elo : 1550, Adjsted : 1550
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1550, Adjsted : 1550
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1550, Adjsted : 1550
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1600, Adjsted : 1600
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.846154 , Elo : 1700, Adjsted : 1726
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.172414 , Elo : 1850, Adjsted : 1888
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.692308 , Elo : 1850, Adjsted : 1906
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.461538 , Elo : 3050, Adjsted : 3519
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.846154 , Elo : 1700, Adjsted : 1726
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 55.172414 , Elo : 1850, Adjsted : 1888
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.692308 , Elo : 1850, Adjsted : 1906
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.461538 , Elo : 3050, Adjsted : 3519
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.692308 , Elo : 1850, Adjsted : 1906
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.461538 , Elo : 3050, Adjsted : 3519
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 48.275862 , Elo : 1550, Adjsted : 1539
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -600, Adjsted : -480
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 56.666667 , Elo : 1950, Adjsted : 2002
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 3150, Adjsted : 3640
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 56.666667 , Elo : 1950, Adjsted : 2002
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 3150, Adjsted : 3640
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 51.851852 , Elo : 1650, Adjsted : 1662
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.555556 , Elo : 1800, Adjsted : 1840
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 56.666667 , Elo : 1950, Adjsted : 2002
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 3150, Adjsted : 3640
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 56.666667 , Elo : 1950, Adjsted : 2002
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 3150, Adjsted : 3640
[Tue Jan  7 23:01:20 2025],[DEBUG] : StartDebugging
[Tue Jan  7 23:01:30 2025],[DEBUG] : StartDebugging
